address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio,address2,industrySymbol
77 West Wacker Drive,Chicago,IL,60601,United States,312 634 8100,,https://www.adm.com,Farm Products,Farm Products,Consumer Defensive,40360.0,5.0,5.0,2.0,5.0,4.0,1685577600.0,1672444800.0,86400,2,74.08,73.62,72.45,74.77,74.08,73.62,72.45,74.77,1.8,0.024300002,1684195200.0,0.207,2.67,0.807746,9.217064,11.147192,3405072,3405072,2765329,3226320,3226320,0.0,0.0,800,800,40008888320,69.92,98.28,0.39232862,75.56,83.81575,1.65,0.022273216,USD,51334545408.0,0.0437,541072905.0,544635008.0,5499240.0,6037614.0,1682640000.0,1685491200.0,0.0101,0.00672,0.83406997,1.89,0.0115,0.0,45.615,1.6104351,1672444800.0,1703980800.0,1680220800.0,0.11,4456000000.0,7.97,6.59,-17.92,105:100,999129600.0,0.503,9.512,0.023832798,0.15015817,0.45,1684195200.0,NYQ,EQUITY,ADM,ADM,Archer-Daniels-Midland Company,Archer-Daniels-Midland Company,322151400,America/New_York,EDT,6fb4f229-92a0-3164-b772-67fde5477248,finmb_251704,-14400000,73.46,117.0,82.9,96.99,94.0,2.2,buy,12.0,899000000.0,1.651,5397000192.0,11550000128.0,0.335,1.51,101977997312.0,45.839,182.756,0.04414,0.18178,7570000000.0,3832499968.0,3073999872.0,0.14,0.018,0.07603,0.05292,0.04282,USD,,Suite 4600,
One ADP Boulevard,Roseland,NJ,07068,United States,973 974 5000,,https://www.adp.com,Staffing & Employment Services,Staffing & Employment Services,Industrials,60000.0,4.0,4.0,4.0,3.0,2.0,1685577600.0,1672444800.0,86400,2,220.28,219.43,218.33,221.81,220.28,219.43,218.33,221.81,5.0,0.0227,1686182400.0,0.5857,1.95,0.811971,28.204603,24.671143,1394978,1394978,1731096,1772780,1772780,217.6,223.6,800,1100,91118411776,201.46,274.92,5.15898,215.5264,229.9514,4.58,0.020791719,USD,92563177472.0,0.18462,412424582.0,413123008.0,5444336.0,4300972.0,1682640000.0,1685491200.0,0.013200001,0.00113,0.83584,3.03,0.013200001,0.0,8.933,24.690474,1656547200.0,1688083200.0,1680220800.0,0.123,3260800000.0,7.82,8.94,1.98,1139:1000,1412121600.0,5.241,18.976,0.047392964,0.15015817,1.25,1686182400.0,NMS,EQUITY,ADP,ADP,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",322151400,America/New_York,EDT,a771a5a3-7055-3bcd-81f6-9ccb77ac9a9b,finmb_126269,-14400000,220.56,275.0,180.0,231.12,235.0,3.0,hold,17.0,1854700032.0,4.489,4877899776.0,3415200000.0,0.096,1.0,17662099456.0,92.458,42.6,0.041100003,0.82691,7447100000.0,4799537664.0,3934799872.0,0.136,0.092,0.46707,0.27618,0.24564,USD,2.3349,,
One Market Street,San Francisco,CA,94105,United States,415 507 5000,,https://www.autodesk.com,Software—Application,Software—Application,Technology,13700.0,4.0,2.0,5.0,3.0,2.0,1685577600.0,1703980800.0,86400,2,211.99,210.0,207.695,212.12,211.99,210.0,207.695,212.12,,,1111449600.0,0.0,,1.530281,56.059296,24.848267,1579488,1579488,1438700,1782500,1782500,205.0,208.05,900,900,44450734080,166.94,235.01,8.709,199.2078,201.60275,0.0,0.0,USD,46183591936.0,0.16418,213316064.0,213726000.0,2984867.0,2337949.0,1682640000.0,1685491200.0,0.0139999995,0.00246,0.94644,2.03,0.0139999995,0.0,4.192,49.61355,1675123200.0,1706659200.0,1682812800.0,0.103,838000000.0,3.71,8.37,2.04,2:1,1103587200.0,9.049,42.487,0.13396215,0.15015817,0.015,1111449600.0,NMS,EQUITY,ADSK,ADSK,"Autodesk, Inc.","Autodesk, Inc.",488813400,America/New_York,EDT,6806dff3-3571-369c-b858-2ab23bccc502,finmb_119902,-14400000,207.98,265.0,180.0,230.34,230.25,2.1,buy,22.0,2131000064.0,9.971,1087000064.0,2684000000.0,0.627,0.722,5104000000.0,299.22,23.684,0.074,1.0620999,4583000000.0,1928375040.0,2360000000.0,0.118,0.085,0.91536003,0.21297,0.20101999,USD,1.2221,Suite 400,
1901 Chouteau Avenue,Saint Louis,MO,63103,United States,314 621 3222,,https://www.ameren.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,9244.0,7.0,5.0,2.0,8.0,6.0,1685577600.0,1672444800.0,86400,2,82.88,82.44,81.34,83.4054,82.88,82.44,81.34,83.4054,2.52,0.0304,1686614400.0,0.5755,2.6,0.448239,19.952038,17.777779,1170289,1170289,1301582,1482830,1482830,0.0,0.0,4000,800,21849067520,73.28,97.53,2.7822573,85.9432,85.7613,2.4,0.02895753,USD,37413072896.0,0.13829,261243903.0,262608992.0,3669744.0,4085891.0,1682640000.0,1685491200.0,0.0139999995,0.0044400003,0.78586,2.68,0.0159,0.0,40.392,2.0598137,1672444800.0,1703980800.0,1680220800.0,0.048,1086000000.0,4.17,4.68,3.26,,,4.764,12.311,-0.024733305,0.15015817,0.63,1686614400.0,NYQ,EQUITY,AEE,AEE,Ameren Corporation,Ameren Corporation,883751400,America/New_York,EDT,cddf641c-bbf4-38c5-85fd-deeb9482fea8,finmb_373264,-14400000,83.2,101.0,87.0,92.73,91.0,2.2,buy,11.0,10000000.0,0.038,3039000064.0,15528999936.0,0.361,0.748,7853000192.0,144.644,30.265,0.029240001,0.10556,3343000000.0,-1422499968.0,2371000064.0,0.031,0.106,0.42901,0.38699,0.22118999,USD,2.6515,,
1 Riverside Plaza,Columbus,OH,43215,United States,614 716 1000,,https://www.aep.com,Utilities—Regulated Electric,Utilities—Regulated Electric,Utilities,16974.0,10.0,4.0,2.0,6.0,6.0,1685577600.0,1672444800.0,86400,2,84.54,84.0,82.915,85.5,84.54,84.0,82.915,85.5,3.32,0.039300002,1683590400.0,0.8364,3.3,0.458802,22.194805,15.204626,3540950,3540950,2648738,3203220,3203220,85.06,85.94,800,1400,43988889600,80.3,105.6,2.2286623,88.5064,91.39275,3.22,0.03808848,USD,86630522880.0,0.1008,514152569.0,514791008.0,6435245.0,6123218.0,1682640000.0,1685491200.0,0.0125,0.00032000002,0.78139997,2.51,0.0125,0.0,46.125,1.8525745,1672444800.0,1703980800.0,1680220800.0,-0.445,1989500032.0,3.85,5.62,3.1,2:1,-226281600.0,4.389,12.478,-0.07531655,0.15015817,0.83,1683590400.0,NMS,EQUITY,AEP,AEP,American Electric Power Company,"American Electric Power Company, Inc.",-252322200,America/New_York,EDT,31a5c29e-9305-3849-a05f-4a7df17372c6,finmb_135470,-14400000,85.45,113.0,87.5,99.89,101.0,2.5,buy,14.0,538099968.0,1.045,6942799872.0,43418599424.0,0.236,0.618,19737800704.0,181.154,38.41,0.02579,0.08282,8414100000.0,-3595399936.0,4383600128.0,-0.454,0.021,0.41831002,0.35175,0.19273001,USD,2.6184,,
4300 Wilson Boulevard,Arlington,VA,22203,United States,703 522 1315,,https://www.aes.com,Utilities—Diversified,Utilities—Diversified,Utilities,9100.0,4.0,3.0,7.0,4.0,3.0,1685577600.0,1672444800.0,86400,2,21.01,20.91,20.705,21.164,21.01,20.91,20.705,21.164,0.66,0.0309,1682640000.0,,2.96,0.936267,,10.927083,3596994,3596994,5782614,8091080,8091080,0.0,0.0,2200,900,14042669056,18.9,29.89,1.079873,21.9972,25.01765,0.648,0.030842455,USD,41073623040.0,-0.039219998,666497733.0,669336000.0,15166988.0,12474464.0,1682640000.0,1685491200.0,0.0227,0.0038100001,0.97325,2.43,0.0348,0.0,2.277,9.213878,1672444800.0,1703980800.0,1680220800.0,0.313,-510000000.0,-0.77,1.92,1.75,2:1,959904000.0,3.159,11.857,0.013526559,0.15015817,0.166,1682640000.0,NYQ,EQUITY,AES,AES,The AES Corporation,The AES Corporation,677943000,America/New_York,EDT,76b75934-57e2-3b50-befe-2dcd63cf388f,finmb_35312,-14400000,20.98,33.0,24.0,29.38,30.0,1.9,buy,8.0,2263000064.0,3.381,3464000000.0,24831000576.0,0.608,1.128,13004000256.0,432.144,19.46,0.04067,-0.08401,2548000000.0,-3173125120.0,2883000064.0,0.312,0.136,0.20086001,0.26638,0.18517,USD,1.6362,11th Floor,
1932 Wynnton Road,Columbus,GA,31999,United States,706 323 3431,,https://www.aflac.com,Insurance—Life,Insurance—Life,Financial Services,12882.0,1.0,5.0,1.0,9.0,4.0,1685577600.0,1672444800.0,86400,2,67.8,67.2,66.58,67.975,67.8,67.2,66.58,67.975,1.68,0.0248,1684195200.0,0.2338,2.38,0.935915,9.744589,11.070492,2701767,2701767,2346925,2649630,2649630,0.0,0.0,800,900,40803450880,53.04,74.02,2.1330676,66.98,66.6006,1.62,0.023893805,USD,45770448896.0,0.22698,598927924.0,604227008.0,11002206.0,8726263.0,1682640000.0,1685491200.0,0.0182,0.09328,0.60195,4.81,0.0184,0.0,32.649,2.0683637,1672444800.0,1703980800.0,1680220800.0,0.135,4342000128.0,6.93,6.1,2.71,2:1,1521417600.0,2.393,9.312,0.25871384,0.15015817,0.42,1684195200.0,NYQ,EQUITY,AFL,AFL,AFLAC Incorporated,Aflac Incorporated,322151400,America/New_York,EDT,01f4ad68-2aaa-3fc1-a133-155881ac8929,finmb_250178,-14400000,67.53,80.0,57.0,71.54,71.0,2.7,hold,13.0,6396000256.0,10.585,4914999808.0,11363000320.0,1.007,1.332,19128999936.0,57.435,30.598,0.02159,0.17611,8080000000.0,-5411500032.0,3327000064.0,0.212,-0.072,0.42145002,0.25694,0.25459,USD,,,
1271 Avenue of the Americas,New York,NY,10020,United States,212 770 7000,,https://www.aig.com,Insurance—Diversified,Insurance—Diversified,Financial Services,26200.0,3.0,1.0,1.0,6.0,1.0,1685577600.0,1672444800.0,86400,2,56.08,56.14,55.55,56.61,56.08,56.14,55.55,56.61,1.44,0.0257,1686787200.0,0.16,2.79,1.135563,7.0575,7.285161,3922042,3922042,4328266,4615880,4615880,0.0,0.0,1300,1400,40863096832,45.66,64.88,0.7802023,53.6284,56.31915,1.28,0.022824535,USD,55035039744.0,0.1171,721986556.0,723753024.0,6451810.0,7637905.0,1682640000.0,1685491200.0,0.0089,0.00321,0.91555,1.53,0.01,0.0,58.869,0.9590786,1672444800.0,1703980800.0,1680220800.0,-0.993,6104999936.0,8.0,7.75,0.58,1:20,1246406400.0,1.051,3.605,0.1383065,0.15015817,0.36,1686787200.0,NYQ,EQUITY,AIG,AIG,"American International Group, I","American International Group, Inc.",94833000,America/New_York,EDT,00364109-56c8-328a-a91c-6092045edb5f,finmb_250388,-14400000,56.46,79.0,57.0,68.69,70.0,2.2,buy,13.0,15070999552.0,20.823,15265000448.0,26044000256.0,0.227,0.798,52374999040.0,56.243,68.986,0.011670001,0.12698,24968000000.0,-3872499968.0,4664999936.0,-0.994,-0.27,0.35974997,0.29145,0.19790001,USD,,,
4582 South Ulster Street,Denver,CO,80237-2632,United States,(303) 224-7900,,https://www.aimco.com,REIT—Residential,REIT—Residential,Real Estate,62.0,8.0,2.0,1.0,7.0,4.0,1685577600.0,1672444800.0,86400,2,8.12,8.09,8.002,8.17,8.12,8.09,8.002,8.17,,,1663027200.0,0.0,,1.526671,21.263159,31.076923,926863,926863,1245593,908000,908000,0.0,0.0,3200,3000,1200817280,5.94,9.79,6.4868717,8.1578,7.7837,0.0,0.0,USD,2460084992.0,0.3171,117148219.0,148616000.0,7716007.0,8426152.0,1682640000.0,1685491200.0,0.0519,0.09337,0.91346,4.66,0.0727,0.0,3.675,2.1986394,1672444800.0,1703980800.0,1680220800.0,,57727000.0,0.38,0.26,,9295:1000,1607990400.0,13.289,32.185,0.3245902,0.15015817,0.02,1663027200.0,NYQ,EQUITY,AIV,AIV,Apartment Investment and Manage,Apartment Investment and Management Company,774883800,America/New_York,EDT,3a696100-e6c8-36c5-83be-2a2acaf0548d,finmb_688391455,-14400000,8.08,40.0,40.0,40.0,40.0,1.0,strong_buy,1.0,226656992.0,1.525,76436000.0,1213646976.0,2.622,3.482,185115008.0,156.422,1.247,0.00262,0.10937,119131000.0,-171187008.0,203320000.0,,-0.116,0.62145,0.41291,0.054109998,USD,,Suite 1700,
260 Interstate North Circle SE,Atlanta,GA,30339-2210,United States,770 763 1000,,https://www.assurant.com,Insurance—Specialty,Insurance—Specialty,Financial Services,13700.0,3.0,1.0,4.0,5.0,1.0,1685577600.0,1672444800.0,86400,2,129.41,128.78,128.33,131.895,129.41,128.78,128.33,131.895,2.8,0.0216,1685059200.0,0.6106,1.99,0.541549,29.057522,9.5728855,336429,336429,412711,463710,463710,0.0,0.0,900,1100,6980931072,104.49,178.76,0.67428416,124.9298,130.36134,2.76,0.021327563,USD,7322443776.0,0.0233,52581778.0,53151600.0,1065419.0,802537.0,1682640000.0,1685491200.0,0.02,0.0058600004,0.97792,2.63,0.0308,0.0,82.742,1.5873438,1672444800.0,1703980800.0,1680220800.0,-0.238,241200000.0,4.52,13.72,0.99,,,0.707,10.751,-0.22426319,0.15015817,0.7,1685059200.0,NYQ,EQUITY,AIZ,AIZ,"Assurant, Inc.","Assurant, Inc.",1075991400,America/New_York,EDT,89b06828-ecb1-357b-8859-57b659e60b4b,finmb_4026111,-14400000,131.34,170.0,144.0,159.2,164.0,1.7,buy,5.0,1684700032.0,31.696,681100032.0,2128800000.0,0.156,0.419,10353099776.0,48.421,192.438,0.00945,0.051220004,714400000.0,1191587456.0,1357600000.0,-0.2,0.064,0.066700004,0.06579,0.048130002,USD,,,
2850 Golf Road,Rolling Meadows,IL,60008-4050,United States,630 773 3800,,https://www.ajg.com,Insurance Brokers,Insurance Brokers,Financial Services,45112.0,3.0,9.0,7.0,5.0,6.0,1685577600.0,1672444800.0,86400,2,211.64,211.22,209.49,213.0,211.64,211.22,209.49,213.0,2.2,0.0104,1685577600.0,0.3866,1.58,0.709154,39.585503,21.38253,1459026,1459026,910464,972200,972200,0.0,0.0,900,800,45627969536,157.18,219.23,5.372737,208.6668,192.6599,2.08,0.00982801,USD,51001921536.0,0.13683,211747892.0,214246000.0,1850669.0,2152105.0,1682640000.0,1685491200.0,0.0086,0.00922,0.86227,2.05,0.01,0.0,45.825,4.6474633,1672444800.0,1703980800.0,1680220800.0,0.109,1162000000.0,5.38,9.96,2.21,2:1,979862400.0,6.006,20.498,0.33072984,0.15015817,0.55,1685577600.0,NYQ,EQUITY,AJG,AJG,Arthur J. Gallagher & Co.,Arthur J. Gallagher & Co.,456586200,America/New_York,EDT,661a5b56-e520-3f3b-9240-f02fe4684c8e,finmb_252186,-14400000,212.97,247.0,172.0,229.0,233.0,1.9,buy,14.0,1549900032.0,7.234,2488100096.0,7168300032.0,0.187,1.062,8492499968.0,72.713,40.201,0.02678,0.12311,3643900000.0,1869449984.0,2337299968.0,0.093,0.093,0.4439,0.29298002,0.22266,USD,,,
145 Broadway,Cambridge,MA,02142,United States,617 444 3000,617 444 3001,https://www.akamai.com,Software—Infrastructure,Software—Infrastructure,Technology,9960.0,9.0,2.0,3.0,9.0,7.0,1685577600.0,1672444800.0,86400,2,90.68,90.24,87.81,90.49,90.68,90.24,87.81,90.49,,,,0.0,,0.802464,28.970394,13.979364,1941368,1941368,1452738,1639310,1639310,88.07,90.63,800,900,13404430336,70.65,98.81,3.6939983,85.9616,84.5792,0.0,0.0,USD,16401812480.0,0.13432,149354413.0,152202000.0,10348955.0,9581873.0,1682640000.0,1685491200.0,0.068,0.01758,0.95281,6.43,0.0787,0.0,27.309,3.224944,1672444800.0,1703980800.0,1680220800.0,-0.272,487401984.0,3.04,6.3,1.99,,,4.52,14.622,-0.041362822,0.15015817,,,NMS,EQUITY,AKAM,AKAM,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",941203800,America/New_York,EDT,349ac0eb-b982-3d38-abe9-be5d74e7cfe5,finmb_24522,-14400000,88.07,115.0,75.0,95.49,94.0,2.7,hold,16.0,751913024.0,4.94,1121734016.0,3227232000.0,1.743,2.03,3628705024.0,77.367,22.985,0.05343,0.115059994,2237817000.0,760868352.0,1285724032.0,-0.244,0.013,0.6125,0.30913,0.1942,USD,1.3961,,
4250 Congress Street,Charlotte,NC,28209,United States,980 299 5700,980 299 5512,https://www.albemarle.com,Specialty Chemicals,Specialty Chemicals,Basic Materials,7400.0,6.0,6.0,3.0,8.0,7.0,1685577600.0,1672444800.0,86400,2,232.22,230.0,229.1834,233.03,232.22,230.0,229.1834,233.03,1.6,0.0069,1686787200.0,0.0508,1.28,1.540492,7.381609,10.631288,1547399,1547399,2313691,1817750,1817750,0.0,0.0,900,800,27031867392,171.82,334.55,3.0813875,202.062,244.0972,1.585,0.0068254243,USD,29280497664.0,0.41891998,117010246.0,117336000.0,6456188.0,5527357.0,1682640000.0,1685491200.0,0.055,0.0021799998,0.87053,2.65,0.062800005,0.0,78.54,2.9332824,1672444800.0,1703980800.0,1680220800.0,3.888,3675013120.0,31.21,21.67,0.21,2:1,1172793600.0,3.338,7.983,0.07845712,0.15015817,0.4,1686787200.0,NYQ,EQUITY,ALB,ALB,Albemarle Corporation,Albemarle Corporation,761927400,America/New_York,EDT,e3252e1a-8c33-330a-a3fa-c99574706989,finmb_18671,-14400000,230.38,360.0,155.0,263.54,261.0,2.2,buy,25.0,1586733952.0,13.523,3667791872.0,3373028096.0,0.927,1.899,8772628480.0,35.659,74.876,0.14433,0.49183998,3077787000.0,-359476864.0,2422652928.0,3.888,1.288,0.44517,0.41809,0.38144,USD,0.6095,Suite 900,
410 North Scottsdale Road,Tempe,AZ,85288,United States,602 742 2000,,https://www.aligntech.com,Medical Devices,Medical Devices,Healthcare,23035.0,8.0,3.0,9.0,8.0,8.0,1685577600.0,1672444800.0,86400,2,331.43,330.81,328.025,334.15,331.43,330.81,328.025,334.15,,,,0.0,,1.580985,82.06203,33.203815,560728,560728,729945,658960,658960,326.15,331.79,800,800,25304936448,172.05,368.87,6.830748,314.839,264.96594,0.0,0.0,USD,24515534848.0,0.08505,71949654.0,76517000.0,2606102.0,2308539.0,1682640000.0,1685491200.0,0.0341,0.06482,0.90094,3.75,0.0385,0.0,45.481,7.271388,1672444800.0,1703980800.0,1680220800.0,-0.346,315072992.0,4.03,9.96,0.92,,,6.618,33.846,0.31694007,0.15015817,,,NMS,EQUITY,ALGN,ALGN,"Align Technology, Inc.","Align Technology, Inc.",980865000,America/New_York,EDT,9e9b4176-3211-32f0-9c92-47cd8723fc54,finmb_24568,-14400000,330.71,420.0,225.0,359.3,370.0,2.2,buy,10.0,884027008.0,11.553,724316032.0,126778000.0,0.954,1.163,3704562944.0,3.643,47.656,0.06251,0.08817001,2636675000.0,531445632.0,738129024.0,-0.329,-0.031,0.69859004,0.19552,0.15989,USD,2.773,Suite 1300,
19300 International Boulevard,Seattle,WA,98188,United States,206 392 5040,,https://www.alaskaair.com,Airlines,Airlines,Industrials,22978.0,8.0,1.0,5.0,1.0,2.0,1685577600.0,1672444800.0,86400,2,49.51,49.34,49.02,49.835,49.51,49.34,49.02,49.835,,,1581638400.0,0.0,,1.523943,105.489365,6.934266,1251670,1251670,1609383,1483310,1483310,0.0,0.0,900,800,6341827584,37.2,53.96,0.6241342,44.9868,45.0612,0.0,0.0,USD,7643825152.0,0.0058099995,127377568.0,127911000.0,4359032.0,4371177.0,1682640000.0,1685491200.0,0.0341,0.00301,0.84459996,3.19,0.038599998,0.0,28.992,1.710127,1672444800.0,1703980800.0,1680220800.0,,59000000.0,0.47,7.15,0.32,2:1,1404950400.0,0.752,8.627,0.24260652,0.15015817,0.375,1581638400.0,NYQ,EQUITY,ALK,ALK,"Alaska Air Group, Inc.","Alaska Air Group, Inc.",322151400,America/New_York,EDT,3b198114-06cb-3b50-b1bb-fdb850bdcafa,finmb_248501,-14400000,49.58,75.0,54.0,63.54,62.0,1.8,buy,12.0,2428999936.0,18.99,886000000.0,3731000064.0,0.57,0.638,10161000448.0,101.138,79.985,0.020569999,0.01611,2357000000.0,-16125000.0,1352999936.0,,0.306,0.24722,0.0872,0.04616,USD,,,
3100 Sanders Road,Northbrook,IL,60062,United States,800-574-3553,,https://www.allstate.com,Insurance—Property & Casualty,Insurance—Property & Casualty,Financial Services,54000.0,6.0,7.0,9.0,1.0,5.0,1685577600.0,1672444800.0,86400,2,108.61,108.2,105.54,108.59,108.61,108.2,105.54,108.59,3.56,0.0328,1685577600.0,,2.23,0.58345,,8.325348,3859890,3859890,1924579,2393360,2393360,0.0,0.0,900,800,28317046784,103.2,142.15,0.5356787,113.9846,124.3648,3.44,0.03167296,USD,31466346496.0,-0.04334,261245890.0,262852000.0,2818329.0,2464067.0,1682640000.0,1685491200.0,0.0107,0.0061799996,0.79826,1.43,0.0108,0.0,59.027,1.8250971,1672444800.0,1703980800.0,1680220800.0,,-2396000000.0,-8.6,12.94,-11.76,2:1,899337600.0,0.595,-16.8,-0.11558986,0.15015817,0.89,1685577600.0,NYQ,EQUITY,ALL,ALL,Allstate Corporation (The),The Allstate Corporation,739114200,America/New_York,EDT,5fb1f955-b45e-38e3-9789-286a1790398d,finmb_18711,-14400000,107.73,157.0,100.0,133.86,137.0,2.2,buy,14.0,7385999872.0,28.099,-1872999936.0,8455000064.0,0.27,0.431,52862001152.0,48.667,197.578,-0.016900001,-0.11528,6443000000.0,3761625088.0,5289999872.0,,0.118,0.099429995,-0.03543,-0.05034,USD,,,
Iveagh Court,Dublin,,D02 VH94,Ireland,353 1 254 6200,,https://www.allegion.com,Security & Protection Services,Security & Protection Services,Industrials,12300.0,8.0,3.0,8.0,7.0,7.0,1685577600.0,1672444800.0,86400,2,118.22,117.57,117.37,119.98,118.22,117.57,117.37,119.98,1.8,0.0152,1686700800.0,0.3032,1.14,1.10176,21.555956,16.772472,704869,704869,820296,978160,978160,0.0,0.0,900,800,10502595584,87.33,123.46,3.025551,108.7306,106.6863,1.68,0.014210793,USD,12366856192.0,0.14072,87392611.0,87946704.0,2257625.0,2601801.0,1682640000.0,1685491200.0,0.0257,0.00492,0.9575,3.64,0.0292,0.0,11.845,10.081891,1672444800.0,1703980800.0,1680220800.0,0.328,488500000.0,5.54,7.12,1.64,,,3.563,16.05,0.23355031,0.15015817,0.45,1686700800.0,NYQ,EQUITY,ALLE,ALLE,Allegion plc,Allegion plc,1384785000,America/New_York,EDT,651202e1-5361-33dd-843b-6f94718a33c3,finmb_241782379,-14400000,119.42,133.0,95.0,123.83,127.0,2.5,buy,12.0,292800000.0,3.329,770499968.0,2259699968.0,1.104,1.875,3471300096.0,216.322,39.469,0.11866,0.54627,1322400000.0,311075008.0,508000000.0,0.333,0.276,0.41042,0.22196,0.19503,USD,1.6256,Block D Harcourt Road,
3050 Bowers Avenue,Santa Clara,CA,95054-3299,United States,408 727 5555,,https://www.appliedmaterials.com,Semiconductor Equipment & Materials,Semiconductor Equipment & Materials,Technology,34200.0,6.0,1.0,2.0,1.0,1.0,1685577600.0,1672444800.0,86400,2,138.52,138.53,135.87,139.16,138.52,138.53,135.87,139.16,1.28,0.0092,1692748800.0,0.1372,1.21,1.592253,18.030342,19.413353,4270903,4270903,5847032,5520970,5520970,136.06,136.67,800,1200,114768224256,71.12,142.53,4.3084397,123.5058,108.51745,1.1,0.007941091,USD,117345812480.0,0.24360001,836262463.0,839747008.0,12895196.0,10369955.0,1682640000.0,1685491200.0,0.0154,0.00348,0.82869005,2.12,0.0154,0.0,16.825,8.123031,1667088000.0,1698624000.0,1682812800.0,0.025,6488999936.0,7.58,7.04,1.52,2:1,1019001600.0,4.405,14.109,0.4651587,0.15015817,0.32,1684886400.0,NMS,EQUITY,AMAT,AMAT,"Applied Materials, Inc.","Applied Materials, Inc.",322151400,America/New_York,EDT,58114a02-d74c-3082-9d47-779374f1ba6b,finmb_251230,-14400000,136.67,160.0,87.0,137.73,140.0,2.2,buy,26.0,5097999872.0,6.071,8317000192.0,6121999872.0,1.372,2.258,26638000128.0,43.329,31.284,0.17958,0.50482,11993000000.0,4358499840.0,6888000000.0,0.069,0.062,0.46347,0.31222,0.2942,USD,4.4128,P.O. Box 58039,
Thurgauerstrasse 34,Zurich,,8050,Switzerland,41 44 316 1717,,https://www.amcor.com,Packaging & Containers,Packaging & Containers,Consumer Cyclical,44000.0,10.0,3.0,2.0,9.0,8.0,1685577600.0,1672444800.0,86400,2,10.19,10.19,10.095,10.2,10.19,10.19,10.095,10.2,0.49,0.0481,1684800000.0,0.74160004,,0.856262,15.615385,13.716215,6827499,6827499,7889872,7635020,7635020,0.0,0.0,27000,21500,14935115776,9.53,13.37,1.0003426,10.4092,11.25935,0.487,0.047791954,USD,22034823168.0,0.06544,1464414981.0,1471440000.0,26130942.0,27389863.0,1682640000.0,1685491200.0,0.0178,0.00229,0.51007,3.11,0.0178,0.0,2.889,3.5133264,1656547200.0,1688083200.0,1680220800.0,-0.342,970000000.0,0.65,0.74,10.58,,,1.476,11.242,-0.14991623,0.15015817,0.123,1684800000.0,NYQ,EQUITY,AMCR,AMCR,Amcor plc,Amcor plc,1337088600,America/New_York,EDT,a664bbf5-809e-3649-bcb0-d71c5bb3a910,finmb_401715,-14400000,10.15,12.5,9.0,10.96,10.9,2.9,hold,8.0,571000000.0,0.388,1960000000.0,7561999872.0,0.591,1.268,14929999872.0,175.534,10.115,0.05065,0.22195,2820000000.0,707000000.0,1266000000.0,-0.331,-0.011,0.18733999,0.13128,0.09571,USD,,,
